	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ASTL	0	NA	NA	NA	NA	NA	ASTL
LHX8	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LHX8
MMP9	99.1431288074697	-2.11149702593274	1.04665783185174	-2.01737087487043	0.0436568243320917	0.999658563836992	MMP9
MMP10	0.983153610818717	4.16628436566592	3.27396412185716	1.27255040391298	0.203177627367386	0.999658563836992	MMP10
ASGR1	0.624999605442907	0.183066768597023	2.84934979230727	0.0642486117679444	0.948772270727727	0.999658563836992	ASGR1
MMP11	5.51710608115153	0.545715410877091	0.753659730332819	0.724087262345968	0.469012164059977	0.999658563836992	MMP11
MMP12	9.24389226628647	2.19116255636294	1.0792194780694	2.03032154338308	NA	NA	MMP12
MMP13	0.923814008745076	-2.82469318820485	2.37115608695343	-1.19127256267391	0.233546601402532	0.999658563836992	MMP13
MMP14	269.587434205397	-0.0708723429987845	0.882310654123478	-0.0803258383740043	0.935978108557117	0.999658563836992	MMP14
ATP5F1EP2	0.391269978167204	1.04559279809426	2.31747185258264	0.451178208239735	0.651861114270358	0.999658563836992	ATP5F1EP2
MMP15	32.9938036583141	-1.12270793455646	1.04791767163411	-1.07137036138127	0.284002934018725	0.999658563836992	MMP15
MMP16	3.93219673703187	-2.37638293408042	1.54485687831179	-1.53825442825314	0.123986417589957	0.999658563836992	MMP16
MMP17	19.9451385453229	0.196796608725654	0.833663874810405	0.236062296414619	0.813384330281159	0.999658563836992	MMP17
MMP19	5.24260226474495	0.529854639861794	0.612589411631435	0.864942537042383	0.387070328942862	0.999658563836992	MMP19
ALDH6A1	3.76660739430868	-0.658443546367104	0.744274476502264	-0.884678391043955	0.376330113531888	0.999658563836992	ALDH6A1
ASGR2	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	ASGR2
MN1	0	NA	NA	NA	NA	NA	MN1
MNAT1	8.27396646201078	-0.507167932895894	0.526112077875968	-0.963992187640786	0.335049842658101	0.999658563836992	MNAT1
MNDA	12.29347226596	0.288870053175047	1.03986285318929	0.277796300049641	0.781168731573924	0.999658563836992	MNDA
MNT	7.6178533716464	-0.0622099288784182	0.537930131227798	-0.115646856844452	0.907932425625934	0.999658563836992	MNT
MOBP	0	NA	NA	NA	NA	NA	MOBP
MOCS1	4.75611574011547	-0.332147253085524	0.634500229660044	-0.523478538791835	0.600641281963621	0.999658563836992	MOCS1
MOCS2	26.1835527209506	-0.0519925705973409	0.411110669400425	-0.126468550848287	0.899361041919187	0.999658563836992	MOCS2
ASIP	0.911627225463327	1.5554322409351	2.75592025939192	0.564396678617362	0.572484198763185	0.999658563836992	ASIP
MOG	0.110166867122615	-0.391502943884338	3.44865606662119	-0.113523336720531	0.909615662646079	0.999658563836992	MOG
MOV10	11.4413694311138	0.60718089208091	0.490346394205212	1.23826931176902	0.215616218756672	0.999658563836992	MOV10
CD200	14.6554365909074	0.828637339296087	0.908397010344211	0.912197343078109	0.361664842338757	0.999658563836992	CD200
ASL	11.7437212693158	0.76160613161227	0.449433980125786	1.69458956218467	0.0901533085110403	0.999658563836992	ASL
MPG	38.7801632218102	-0.426875104936092	0.376225606588825	-1.13462533506557	0.256532333303602	0.999658563836992	MPG
MPI	14.1329651604279	-0.26081040465975	0.402115634057851	-0.648595534642229	0.516599842516411	0.999658563836992	MPI
MPL	0	NA	NA	NA	NA	NA	MPL
MPO	0	NA	NA	NA	NA	NA	MPO
MPP1	22.95149447471	0.535475236586372	0.546318454353186	0.980152203022956	0.327010993957458	0.999658563836992	MPP1
MPP2	1.0525639258921	-0.865290473720399	1.72318328211396	-0.502146511460396	0.615564464876702	0.999658563836992	MPP2
MPP3	0.795075886504661	0.5271318503244	1.61620559108002	0.32615395790838	0.74430787452231	0.999658563836992	MPP3
MPST	7.8775936467082	0.294451179663961	0.556451938026394	0.529158332538675	0.596695618779912	0.999658563836992	MPST
MPV17	26.9034806043307	0.467749311205575	0.466755997428172	1.00212812215135	0.316281717206587	0.999658563836992	MPV17
MPZ	73.9528277853549	-2.65171673400713	2.01127717270328	-1.31842431764044	0.187361644748639	0.999658563836992	MPZ
MRC1	0.432021195731761	-0.254102108871824	3.44865606662119	-0.0736814875021099	0.941263829576006	0.999658563836992	MRC1
MRE11	4.26580326680665	-0.125812471875997	0.720057638274804	-0.174725556939349	0.861295285145033	0.999658563836992	MRE11
ABCC1	8.79619896379101	-0.532194895068566	0.541425684137615	-0.982950958294947	0.325631575979226	0.999658563836992	ABCC1
KLK14	0	NA	NA	NA	NA	NA	KLK14
KLK12	0	NA	NA	NA	NA	NA	KLK12
GET3	59.9196022604803	-0.0663364647029989	0.422727732638393	-0.156924799536973	0.875304114792236	0.999658563836992	GET3
KRTAP5-5	0	NA	NA	NA	NA	NA	KRTAP5-5
MXRA7	14.8226331985176	-0.859412774631825	0.524349981540335	-1.63900601675851	0.10121200662945	0.999658563836992	MXRA7
LINC01555	0	NA	NA	NA	NA	NA	LINC01555
THAP7-AS1	0.595925122112239	-2.19941137288413	1.94570294949884	-1.13039422253568	0.258310147493489	0.999658563836992	THAP7-AS1
FER1L6-AS1	0	NA	NA	NA	NA	NA	FER1L6-AS1
PRKCQ-AS1	0.514991227937259	1.63582590706841	2.16894828187308	0.754202357308274	0.450727722342616	0.999658563836992	PRKCQ-AS1
CELF2-AS2	0	NA	NA	NA	NA	NA	CELF2-AS2
SHLD2P3	0	NA	NA	NA	NA	NA	SHLD2P3
LINC00857	0.196630722163743	1.8479712210107	3.40127377980293	0.543317398318277	0.586911287257197	0.999658563836992	LINC00857
LINC00863	0.592961609385252	-2.19484681128381	1.94459588670859	-1.12869045249231	0.259028438279721	0.999658563836992	LINC00863
IFIT1B	0	NA	NA	NA	NA	NA	IFIT1B
ASNS	7.40095537366858	0.0866761804963793	0.78984007053179	0.109738899975056	0.912616448987938	0.999658563836992	ASNS
KRTAP5-6	0	NA	NA	NA	NA	NA	KRTAP5-6
TMEM41B	7.65410483100401	0.349580483537448	0.559670888402521	0.624617950980552	0.532221835182977	0.999658563836992	TMEM41B
LINC02709	0	NA	NA	NA	NA	NA	LINC02709
LOC440040	0	NA	NA	NA	NA	NA	LOC440040
TRIM51HP	0.179693585564878	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	TRIM51HP
SLC22A20P	0	NA	NA	NA	NA	NA	SLC22A20P
KRTAP5-7	0	NA	NA	NA	NA	NA	KRTAP5-7
KRTAP5-11	0	NA	NA	NA	NA	NA	KRTAP5-11
CARD17	0	NA	NA	NA	NA	NA	CARD17
LINC00167	0	NA	NA	NA	NA	NA	LINC00167
IQSEC3	0	NA	NA	NA	NA	NA	IQSEC3
ZNF705A	0	NA	NA	NA	NA	NA	ZNF705A
FAM66C	0	NA	NA	NA	NA	NA	FAM66C
DDX12P	0.492074836954666	0.63477305148043	1.95712002836625	0.324340378862874	0.745680352612158	0.999658563836992	DDX12P
SMCO3	0	NA	NA	NA	NA	NA	SMCO3
H3-5	0	NA	NA	NA	NA	NA	H3-5
DBX2	0	NA	NA	NA	NA	NA	DBX2
FLJ12825	0	NA	NA	NA	NA	NA	FLJ12825
PLEKHG7.1	0	NA	NA	NA	NA	NA	PLEKHG7.1
FZD10-AS1	0	NA	NA	NA	NA	NA	FZD10-AS1
LINC00544	0	NA	NA	NA	NA	NA	LINC00544
ALG11	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ALG11
MZT1	16.6466191096373	0.403183635642968	0.427373699420904	0.943398333096506	0.345477195473504	0.999658563836992	MZT1
RNASE13	0	NA	NA	NA	NA	NA	RNASE13
LOC440173	0	NA	NA	NA	NA	NA	LOC440173
CCDC196	0	NA	NA	NA	NA	NA	CCDC196
CCDC88C	2.04030164966769	-0.0254787319652125	1.35832604789486	-0.0187574492918688	0.98503459839102	0.999658563836992	CCDC88C
CXADRP3	0	NA	NA	NA	NA	NA	CXADRP3
NF1P2	0	NA	NA	NA	NA	NA	NF1P2
HERC2P9	0.701586612305224	1.63631626256766	1.55538815073323	1.05203081417091	0.292785412352896	0.999658563836992	HERC2P9
WHAMMP2	0	NA	NA	NA	NA	NA	WHAMMP2
GOLGA8B	2.19519026150805	1.48078128973187	1.44516768550652	1.02464323315731	0.305531557245759	0.999658563836992	GOLGA8B
EIF2AK4	10.6211594238649	0.0325576861932282	0.667290375272759	0.0487908823500116	0.961085948352744	0.999658563836992	EIF2AK4
CATSPER2P1	0	NA	NA	NA	NA	NA	CATSPER2P1
UNC13C	0	NA	NA	NA	NA	NA	UNC13C
UBL7-AS1	1.29503885434038	-1.22013203752278	1.33520154748855	-0.913818621479124	0.360812159981807	0.999658563836992	UBL7-AS1
GOLGA6L9	0	NA	NA	NA	NA	NA	GOLGA6L9
440297	0	NA	NA	NA	NA	NA	440297
DNM1P41	0	NA	NA	NA	NA	NA	DNM1P41
LOC440300	0	NA	NA	NA	NA	NA	LOC440300
TTLL13P	0	NA	NA	NA	NA	NA	TTLL13P
LOC440311	0	NA	NA	NA	NA	NA	LOC440311
SMIM22	2.45788402704679	5.48758344467873	3.25438177114103	1.68621379745337	NA	NA	SMIM22
NPIPB15	0.196630722163743	1.8479712210107	3.40127377980293	0.543317398318277	0.586911287257197	0.999658563836992	NPIPB15
SNX29P2	0	NA	NA	NA	NA	NA	SNX29P2
SMG1P2	0	NA	NA	NA	NA	NA	SMG1P2
CDIPTOSP	0.381318268034721	-1.56514078673628	3.44055932232353	-0.454908821534078	0.64917483620821	0.999658563836992	CDIPTOSP
YBX3P1	0	NA	NA	NA	NA	NA	YBX3P1
440362	0	NA	NA	NA	NA	NA	440362
CTRB2	0	NA	NA	NA	NA	NA	CTRB2
TBC1D3P5	0	NA	NA	NA	NA	NA	TBC1D3P5
SUZ12P1	2.63623733667817	0.258312011701856	0.83899880093224	0.307881264448574	0.758172682580525	0.999658563836992	SUZ12P1
NPEPPSP1	1.39759794705618	-0.651944718982335	1.73461874255689	-0.375843234589605	0.707033443715539	0.999658563836992	NPEPPSP1
GPR179	0	NA	NA	NA	NA	NA	GPR179
TBC1D3P2	0	NA	NA	NA	NA	NA	TBC1D3P2
PLEKHM1P1	1.09620460454537	0.431027927403103	1.19704213550586	0.360077489854569	0.71878918581548	0.999658563836992	PLEKHM1P1
ARHGAP27P2	0	NA	NA	NA	NA	NA	ARHGAP27P2
BAIAP2-DT	5.97380802809318	-0.760532409680257	0.705003844248925	-1.07876349311327	0.2806931730299	0.999658563836992	BAIAP2-DT
ANKRD20A5P	0	NA	NA	NA	NA	NA	ANKRD20A5P
HSBP1L1	14.966749534333	0.703544456481877	0.568827976065942	1.23683167158487	0.216149581291429	0.999658563836992	HSBP1L1
PLIN5	0	NA	NA	NA	NA	NA	PLIN5
CLEC4GP1	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	CLEC4GP1
ZNF506	2.05889473880517	-0.0737379219689192	0.968602240980406	-0.0761281760966016	0.939317123896804	0.999658563836992	ZNF506
ZNF724	0.19549574536285	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	ZNF724
PSG8	0	NA	NA	NA	NA	NA	PSG8
PRDM16-DT	0	NA	NA	NA	NA	NA	PRDM16-DT
PRAMEF11	0	NA	NA	NA	NA	NA	PRAMEF11
HNRNPCL2	0	NA	NA	NA	NA	NA	HNRNPCL2
UQCRHL	6.25167839039347	0.129327405521326	0.656733401383264	0.196925274775009	0.843886014531546	0.999658563836992	UQCRHL
MICOS10	11.5277642781053	0.0384903155616865	0.474976857078765	0.0810361915281772	0.935413170461425	0.999658563836992	MICOS10
SLC2A1-AS1	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SLC2A1-AS1
FAM183A	0	NA	NA	NA	NA	NA	FAM183A
ZYG11A	0.206935622009876	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	ZYG11A
LINC01761	0	NA	NA	NA	NA	NA	LINC01761
RBM15-AS1	0	NA	NA	NA	NA	NA	RBM15-AS1
BCL2L15	1.47473041622808	4.75090176538347	3.26310160907915	1.45594662212317	0.145407375995083	0.999658563836992	BCL2L15
H2BC18	0	NA	NA	NA	NA	NA	H2BC18
ETV3L	0	NA	NA	NA	NA	NA	ETV3L
LRRC52	0	NA	NA	NA	NA	NA	LRRC52
LOC440700	0.191367387146357	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	LOC440700
RHEX	0	NA	NA	NA	NA	NA	RHEX
TRIM67	0	NA	NA	NA	NA	NA	TRIM67
MAP1LC3C	0.191367387146357	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	MAP1LC3C
P2RX6P	0.103467811004938	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	P2RX6P
PIWIL3	0	NA	NA	NA	NA	NA	PIWIL3
MIAT	1.3187539409464	1.87599309153835	2.03838684188465	0.920332222025061	0.357399175632459	0.999658563836992	MIAT
SHISA8	0	NA	NA	NA	NA	NA	SHISA8
ODF3B	13.3912836122566	1.37988504420223	0.843365926486057	1.63616409065945	0.101805249640456	0.999658563836992	ODF3B
CAPN14	0	NA	NA	NA	NA	NA	CAPN14
LINC01123	0	NA	NA	NA	NA	NA	LINC01123
LOC440896	0	NA	NA	NA	NA	NA	LOC440896
LINC01191	0	NA	NA	NA	NA	NA	LINC01191
FAR2P1	0	NA	NA	NA	NA	NA	FAR2P1
LOC440910	0	NA	NA	NA	NA	NA	LOC440910
LINC01124	0	NA	NA	NA	NA	NA	LINC01124
H3P6	0	NA	NA	NA	NA	NA	H3P6
THUMPD3-AS1	1.67558728883616	0.375263011088483	1.01896190645289	0.368279725387194	0.7126646686092	0.999658563836992	THUMPD3-AS1
EIF1B-AS1	0	NA	NA	NA	NA	NA	EIF1B-AS1
TMEM89	0	NA	NA	NA	NA	NA	TMEM89
SMIM4	36.2853199555233	-0.538833272518791	0.363277557263582	-1.48325505318192	0.13800665923663	0.999658563836992	SMIM4
LINC00971	0	NA	NA	NA	NA	NA	LINC00971
CPEB2-DT	0	NA	NA	NA	NA	NA	CPEB2-DT
MTHFD2L	0.797360743714784	0.508979524200164	1.47883882387002	0.344175116303884	0.730714594749362	0.999658563836992	MTHFD2L
LINC02483	0	NA	NA	NA	NA	NA	LINC02483
TMEM150C	1.53515605466723	-1.52898348386945	1.49037297284856	-1.02590660977104	0.30493560675991	0.999658563836992	TMEM150C
GUSBP5	0	NA	NA	NA	NA	NA	GUSBP5
C4orf47	0.397120427832693	-1.61432742414758	2.96882053207128	-0.543760529378075	0.586606273490799	0.999658563836992	C4orf47
LINC01667	1.87107803351287	-2.81881928131659	2.32209848077934	-1.21391030770174	0.224781976328199	0.999658563836992	LINC01667
MARCHF11	0	NA	NA	NA	NA	NA	MARCHF11
FLJ31104	0	NA	NA	NA	NA	NA	FLJ31104
LOC441081	0	NA	NA	NA	NA	NA	LOC441081
CRSP8P	0	NA	NA	NA	NA	NA	CRSP8P
NR2F1-AS1	1.00795787819407	-0.774477813713596	1.68682787543663	-0.459132686263634	0.646138885583478	0.999658563836992	NR2F1-AS1
IRF1-AS1	2.34083979429942	1.32799826908778	1.27902594980603	1.03828876129463	0.299135639398502	0.999658563836992	IRF1-AS1
C6orf226	14.377806204795	-0.617051940115544	0.610998218727076	-1.00990791986445	0.312539407889017	0.999658563836992	C6orf226
TMEM151B	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	TMEM151B
LOC441155	0	NA	NA	NA	NA	NA	LOC441155
OOEP	0	NA	NA	NA	NA	NA	OOEP
CALHM6	45.6312256438312	0.688052900468817	1.24100775602489	0.554430781861301	0.579284064609567	0.999658563836992	CALHM6
FLJ46906	2.97212702439281	-0.200562880916165	0.968247494898355	-0.207140097932523	0.835900447508973	0.999658563836992	FLJ46906
LINC00602	0	NA	NA	NA	NA	NA	LINC00602
RNF216P1	6.67120491855483	0.0170190079225876	0.521110907775664	0.0326590897803932	0.973946448099844	0.999658563836992	RNF216P1
PMS2CL	1.35915890542549	-1.32034632929063	1.38241826019274	-0.955099022712957	0.339527623150959	0.999658563836992	PMS2CL
LOC441204	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	LOC441204
ZNRF2P1	0.289282851229349	-1.21588931103985	3.09921730400707	-0.392321412721784	0.694820744189492	0.999658563836992	ZNRF2P1
RP9P	1.50533621278949	0.662567152477679	1.0122644924971	0.654539556991899	0.512764250732389	0.999658563836992	RP9P
ZNF716	0.19943605844691	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	ZNF716
LOC441242	0	NA	NA	NA	NA	NA	LOC441242
TYW1B	0.508837072363416	-1.96154640943667	2.31916332805896	-0.845799166321936	0.397664790628755	0.999658563836992	TYW1B
SPDYE7P	0	NA	NA	NA	NA	NA	SPDYE7P
DTX2P1-UPK3BP1-PMS2P11	0	NA	NA	NA	NA	NA	DTX2P1-UPK3BP1-PMS2P11
SPDYE3	0.192258800174117	0.570282311025335	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	SPDYE3
AKR1B15	0	NA	NA	NA	NA	NA	AKR1B15
CTAGE15	0	NA	NA	NA	NA	NA	CTAGE15
OR2A9P	0	NA	NA	NA	NA	NA	OR2A9P
HRAT92	0	NA	NA	NA	NA	NA	HRAT92
OR4F21	0	NA	NA	NA	NA	NA	OR4F21
FAM90A10P	0	NA	NA	NA	NA	NA	FAM90A10P
MIR2052HG	0.400288623151813	1.06380170825367	3.39697496278246	0.313161480407941	0.754157981738326	0.999658563836992	MIR2052HG
FLJ46284	0	NA	NA	NA	NA	NA	FLJ46284
FLJ42969	0	NA	NA	NA	NA	NA	FLJ42969
AARD	0.69690198176744	-2.42548616852678	3.40524435230093	-0.712279624482125	0.476291638766833	0.999658563836992	AARD
LINC01239	0	NA	NA	NA	NA	NA	LINC01239
SUGT1P1	0.303481470909992	-1.21588948629099	3.06581514499487	-0.396595824857871	0.691665531887202	0.999658563836992	SUGT1P1
ANKRD20A3	0	NA	NA	NA	NA	NA	ANKRD20A3
AQP7P3	0	NA	NA	NA	NA	NA	AQP7P3
SPATA31C1	0	NA	NA	NA	NA	NA	SPATA31C1
PTMAP11	0	NA	NA	NA	NA	NA	PTMAP11
LOC441455	0	NA	NA	NA	NA	NA	LOC441455
NUTM2G	0	NA	NA	NA	NA	NA	NUTM2G
ANKRD18B	0	NA	NA	NA	NA	NA	ANKRD18B
STX17-AS1	0.188162153864311	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	STX17-AS1
STPG3	0	NA	NA	NA	NA	NA	STPG3
NRARP	1.48622162123666	1.82205978762687	1.16461311841046	1.56451937456598	0.117695646625009	0.999658563836992	NRARP
RPS26P11	0	NA	NA	NA	NA	NA	RPS26P11
GLRA4	0	NA	NA	NA	NA	NA	GLRA4
RTL8B	10.1022930222864	-0.28903583542003	0.574702254612127	-0.502931445109962	0.615012472019036	0.999658563836992	RTL8B
CT45A5	0.608415313054509	2.79872402970033	3.30438830610613	0.846971896289735	0.39701078627211	0.999658563836992	CT45A5
SPANXN4	0	NA	NA	NA	NA	NA	SPANXN4
PGAM4	0	NA	NA	NA	NA	NA	PGAM4
CDNF	0.19065913401736	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	CDNF
FRG2B	0	NA	NA	NA	NA	NA	FRG2B
LOC441601	0.484341661630395	-1.90529825656932	3.4241223691748	-0.556434043865228	0.577914171378898	0.999658563836992	LOC441601
TSPAN11	0.551645971303873	-0.84905879287028	3.42832683653696	-0.247659815809142	0.804397625706265	0.999658563836992	TSPAN11
LOC441666	0.181874727140351	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	LOC441666
TEX21P	0	NA	NA	NA	NA	NA	TEX21P
PRKXP1	0	NA	NA	NA	NA	NA	PRKXP1
WBP11P1	0	NA	NA	NA	NA	NA	WBP11P1
TARM1	0	NA	NA	NA	NA	NA	TARM1
ANKRD65	0.303211912408818	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	ANKRD65
PGBP	0	NA	NA	NA	NA	NA	PGBP
OR10J3	0	NA	NA	NA	NA	NA	OR10J3
OR13G1	0	NA	NA	NA	NA	NA	OR13G1
ZFAS1	93.5622323203487	0.607082468486253	0.495404355194472	1.22542820247905	0.220413926306798	0.999658563836992	ZFAS1
LOC442028	0	NA	NA	NA	NA	NA	LOC442028
SULT1C3	0	NA	NA	NA	NA	NA	SULT1C3
GALNTL6	0	NA	NA	NA	NA	NA	GALNTL6
LOC442132	0	NA	NA	NA	NA	NA	LOC442132
ATP6V0CP3	0	NA	NA	NA	NA	NA	ATP6V0CP3
PTCHD4	1.37851918570896	2.67249385966053	2.08118857731947	1.28411903120411	0.199100310062605	0.999658563836992	PTCHD4
SLC25A51P1	0	NA	NA	NA	NA	NA	SLC25A51P1
GSTM2P1	0	NA	NA	NA	NA	NA	GSTM2P1
RFPL4B	0	NA	NA	NA	NA	NA	RFPL4B
ZNF727	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ZNF727
OR2A2	0	NA	NA	NA	NA	NA	OR2A2
PTGER4P2-CDK2AP2P2	0	NA	NA	NA	NA	NA	PTGER4P2-CDK2AP2P2
UQCRBP1	0	NA	NA	NA	NA	NA	UQCRBP1
XRCC6P5	0	NA	NA	NA	NA	NA	XRCC6P5
LOC442497	0	NA	NA	NA	NA	NA	LOC442497
DPY19L2P4	0	NA	NA	NA	NA	NA	DPY19L2P4
DPY19L2P3	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	DPY19L2P3
STAG3L3	0	NA	NA	NA	NA	NA	STAG3L3
STAG3L2	0.887722376340882	0.251920179493589	1.36114859250203	0.185079116917364	0.853166980916758	0.999658563836992	STAG3L2
SPDYE5	0	NA	NA	NA	NA	NA	SPDYE5
EIF3IP1	0	NA	NA	NA	NA	NA	EIF3IP1
LMOD2	0	NA	NA	NA	NA	NA	LMOD2
MIR148B	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	MIR148B
MIR302B	0	NA	NA	NA	NA	NA	MIR302B
MIR324	1.39269291838949	1.24375570454673	1.46529107445155	0.848811356482369	0.395986269911746	0.999658563836992	MIR324
MIR326	0	NA	NA	NA	NA	NA	MIR326
MIR330	0	NA	NA	NA	NA	NA	MIR330
MIR331	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	MIR331
MIR339	0.797202254097817	-0.329132748377064	1.69751152095652	-0.193891319330547	0.84626098089016	0.999658563836992	MIR339
MIR345	0	NA	NA	NA	NA	NA	MIR345
ASPA	3.37538685090603	0.200382663625869	1.58692526264354	0.126271014989116	0.899517399273145	0.999658563836992	ASPA
MYO1B	23.4807695454316	0.0853875712284582	0.553912917971415	0.154153420976661	0.877488767777819	0.999658563836992	MYO1B
CITED1	10.3583277380059	0.229721647520804	1.24543242004635	0.184451314919403	0.853659416849265	0.999658563836992	CITED1
MSH2	11.1035670821837	-0.336547913579733	0.469897318937264	-0.716215862522648	0.473858069857867	0.999658563836992	MSH2
MSH3	5.09770455063114	0.114802730671746	0.59205393752398	0.193905864644463	0.846249591534679	0.999658563836992	MSH3
MSH4	0	NA	NA	NA	NA	NA	MSH4
ASPH	19.9769336856461	-0.469105730845435	0.425711070652152	-1.10193453538055	0.270490133118951	0.999658563836992	ASPH
MSI1	0.662801822674804	1.60923619524214	3.32234685352214	0.484367306061415	0.628125216858272	0.999658563836992	MSI1
IGFL4	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	IGFL4
ASS1	8.37433682129774	2.12177517792419	1.24562801265137	1.7033778595007	0.088497378353732	0.999658563836992	ASS1
ARHGEF35	0.995435772447736	-1.82755299858254	2.45996081374553	-0.74291955724283	0.457530384368364	0.999658563836992	ARHGEF35
TARP	1.7443174879424	1.69193037135175	1.75996524923375	0.961343056113399	0.336379705767397	0.999658563836992	TARP
CBWD3	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	CBWD3
C9orf129	0	NA	NA	NA	NA	NA	C9orf129
POTEE	0	NA	NA	NA	NA	NA	POTEE
MSMB	0	NA	NA	NA	NA	NA	MSMB
MSN	209.314204260829	-0.0798346494932677	0.673019133768156	-0.118621663913599	0.90557510121337	0.999658563836992	MSN
MSR1	12.0013601541072	-0.405803371081254	0.892538403628356	-0.454662084490234	0.649352362178716	0.999658563836992	MSR1
MSRA	5.96461000526371	0.562999586217131	0.590872992015729	0.952826739121194	0.340677863997598	0.999658563836992	MSRA
MST1	2.07462506462126	0.541765612682811	1.05189510650549	0.515037677551914	0.606526691532722	0.999658563836992	MST1
MST1R	0.983153610818717	4.16628436566592	3.27396412185716	1.27255040391298	0.203177627367386	0.999658563836992	MST1R
MSX1	2.59310662678555	-0.191530884960928	1.15754532835662	-0.165462967426811	0.868579595738791	0.999658563836992	MSX1
MSX2	1.47211703625532	0.256266183667086	1.50373619917844	0.170419641295525	0.864680126557599	0.999658563836992	MSX2
KPRP	0	NA	NA	NA	NA	NA	KPRP
LCE6A	0	NA	NA	NA	NA	NA	LCE6A
MT1A	0.483297912525116	0.634748970425145	1.9620025126709	0.323520977330988	0.746300723381794	0.999658563836992	MT1A
MT1B	0	NA	NA	NA	NA	NA	MT1B
MT1E	29.6361243277524	-0.480038567166042	0.996832784041557	-0.48156378366668	0.63011585878343	0.999658563836992	MT1E
MT1F	23.8823426716766	0.322129638748129	0.879297601386263	0.366348820058503	0.714104804676994	0.999658563836992	MT1F
MT1G	18.9328967022568	2.25734085551106	1.02376642851892	2.20493736913872	NA	NA	MT1G
GGNBP1	0	NA	NA	NA	NA	NA	GGNBP1
MT1H	3.67216068134617	1.90636120166713	2.05119359796677	0.929391162080846	NA	NA	MT1H
MT1JP	0	NA	NA	NA	NA	NA	MT1JP
MT1M	5.46419172445394	-0.0665377663661852	1.47461340278643	-0.0451221765924922	0.96400992505823	0.999658563836992	MT1M
MT1L	1.34402400182239	0.482573700677587	1.85708170023363	0.259855934511053	0.794974903003693	0.999658563836992	MT1L
MT1X	72.885531100705	-0.36795464082744	0.782453085726685	-0.470257766937822	0.638170866965949	0.999658563836992	MT1X
MT2A	162.329859804079	0.10662355288497	0.695173529786413	0.153376888383148	0.878101069626695	0.999658563836992	MT2A
MT3	0.682235939426719	2.34395267850217	2.70387883869069	0.866885248318741	0.386004886943685	0.999658563836992	MT3
MTAP	5.72588567237024	-2.95367960749325	1.22273728232706	-2.41562897458393	0.0157080583184132	0.999658563836992	MTAP
MTCP1	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	MTCP1
MTF1	2.34196384748206	-0.627274979765629	0.973319915856095	-0.644469479712538	0.519271042545992	0.999658563836992	MTF1
NUDT1	25.6870396995763	0.127611267551256	0.355530359592589	0.358932125226913	0.719645866338508	0.999658563836992	NUDT1
MTHFD1	29.8252305175553	-0.686567533834693	0.411103725520929	-1.67005913888207	0.0949076635001789	0.999658563836992	MTHFD1
MTHFR	5.22126115351024	-0.0634133388484931	0.645614571481002	-0.0982216660677695	0.921756278613583	0.999658563836992	MTHFR
MTIF2	13.0643376652291	-0.0569980737615404	0.465930706158208	-0.122331653630458	0.902636364280401	0.999658563836992	MTIF2
